rank,ingredient,amount_usd,asin,url,lastUpdated
190,sesame seeds,8.99,B07ZYNJ43K,https://www.amazon.com/dp/B07ZYNJ43K?tag=robinfrench-20,2025-12-16T03:25:47.431Z
191,walnut oil,8.99,B00QGWLZ3C,https://www.amazon.com/dp/B00QGWLZ3C?tag=robinfrench-20,2025-12-12T20:56:38.038Z
192,sunflower oil,8.99,B00C11W8YW,https://www.amazon.com/dp/B00C11W8YW?tag=robinfrench-20,2025-12-16T03:25:47.431Z
193,wheat (hulled),8.99,B000YFB5NC,https://www.amazon.com/dp/B000YFB5NC?tag=robinfrench-20,2025-12-12T20:59:48.590Z
194,oat hay,8.99,B000WFKP80,https://www.amazon.com/dp/B000WFKP80?tag=robinfrench-20,2025-12-12T21:04:42.190Z
195,grasshoppers,8.98,B004HSQRG2,https://www.amazon.com/dp/B004HSQRG2?tag=robinfrench-20,2025-12-12T21:04:13.583Z
196,pears (no seeds),8.80,B0DYKVQ3XZ,https://www.amazon.com/dp/B0DYKVQ3XZ?tag=robinfrench-20,2025-12-12T21:03:54.777Z
197,artichokes,8.72,B0DF91JXND,https://www.amazon.com/dp/B0DF91JXND?tag=robinfrench-20,2025-12-12T21:01:40.510Z
198,amaranth (tiny amounts),8.49,B00028QE9C,https://www.amazon.com/dp/B00028QE9C?tag=robinfrench-20,2025-12-16T03:25:47.431Z
199,amaranth seeds,8.49,B00028QE9C,https://www.amazon.com/dp/B00028QE9C?tag=robinfrench-20,2025-12-16T03:25:47.431Z
200,oat groats,7.99,B000EDG52O,https://www.amazon.com/dp/B000EDG52O?tag=robinfrench-20,2025-12-16T03:25:47.431Z
201,strawberries,7.99,B002B8Z98W,https://www.amazon.com/dp/B002B8Z98W?tag=robinfrench-20,2025-12-12T20:53:25.843Z
202,"oatmeal (cooked, small amounts)",7.99,B000EDG52O,https://www.amazon.com/dp/B000EDG52O?tag=robinfrench-20,2025-12-16T03:25:47.431Z
203,calcium supplement,7.12,B0CKNK682W,https://www.amazon.com/dp/B0CKNK682W?tag=robinfrench-20,2025-12-12T20:58:17.738Z
204,chicken thighs,6.99,B0787YFWYB,https://www.amazon.com/dp/B0787YFWYB?tag=robinfrench-20,2025-12-12T20:47:17.992Z
205,turkey necks,6.99,B0FHJ6G2NZ,https://www.amazon.com/dp/B0FHJ6G2NZ?tag=robinfrench-20,2025-12-12T20:48:24.343Z
206,sage,6.99,B00BUSL1SO,https://www.amazon.com/dp/B00BUSL1SO?tag=robinfrench-20,2025-12-16T03:25:47.431Z
207,bok choi,6.99,B0FN4YGSK6,https://www.amazon.com/dp/B0FN4YGSK6?tag=robinfrench-20,2025-12-12T21:00:17.337Z
208,bok choy (small amounts),6.99,B0FN4YGSK6,https://www.amazon.com/dp/B0FN4YGSK6?tag=robinfrench-20,2025-12-12T21:00:21.875Z
209,ginger (small amounts),6.99,B0C6V3416T,https://www.amazon.com/dp/B0C6V3416T?tag=robinfrench-20,2025-12-12T21:02:49.197Z
210,locusts,6.62,B000CMKHBS,https://www.amazon.com/dp/B000CMKHBS?tag=robinfrench-20,2025-12-12T21:04:04.065Z
211,lamb's quarters,6.50,B0DYPHGW89,https://www.amazon.com/dp/B0DYPHGW89?tag=robinfrench-20,2025-12-12T21:02:39.924Z
212,mango,6.46,B00WM6CHFQ,https://www.amazon.com/dp/B00WM6CHFQ?tag=robinfrench-20,2025-12-12T20:53:30.365Z
213,chia seed oil,6.46,B00WM6CHFQ,https://www.amazon.com/dp/B00WM6CHFQ?tag=robinfrench-20,2025-12-12T20:56:56.757Z
214,chicken breast,6.22,B0787WTY4C,https://www.amazon.com/dp/B0787WTY4C?tag=robinfrench-20,2025-12-12T20:47:13.402Z
215,egg (hard-boiled),5.99,B0BWBNT8JX,https://www.amazon.com/dp/B0BWBNT8JX?tag=robinfrench-20,2025-12-12T20:53:53.442Z
216,cuttlebone,5.99,B0002AR0I2,https://www.amazon.com/dp/B0002AR0I2?tag=robinfrench-20,2025-12-16T03:25:47.431Z
217,duck hearts,5.99,B0BWBNT8JX,https://www.amazon.com/dp/B0BWBNT8JX?tag=robinfrench-20,2025-12-12T20:55:27.056Z
218,ground herring,5.99,B001EO5QRM,https://www.amazon.com/dp/B001EO5QRM?tag=robinfrench-20,2025-12-16T03:25:47.431Z
219,herring (canned),5.99,B001EO5QRM,https://www.amazon.com/dp/B001EO5QRM?tag=robinfrench-20,2025-12-16T03:25:47.431Z
220,purslane,5.99,B09MDXM2YQ,https://www.amazon.com/dp/B09MDXM2YQ?tag=robinfrench-20,2025-12-12T21:00:45.040Z
221,radicchio,5.99,B00BJPTZLA,https://www.amazon.com/dp/B00BJPTZLA?tag=robinfrench-20,2025-12-12T21:01:49.536Z
222,corn (fresh),5.79,B000REL738,https://www.amazon.com/dp/B000REL738?tag=robinfrench-20,2025-12-12T20:53:12.176Z
223,parsley,5.77,B0D8C4N4WY,https://www.amazon.com/dp/B0D8C4N4WY?tag=robinfrench-20,2025-12-12T20:49:53.478Z
224,brussels sprouts,5.49,B004DAQPR0,https://www.amazon.com/dp/B004DAQPR0?tag=robinfrench-20,2025-12-12T20:49:44.082Z
225,white rice,5.48,B00IDQY2PW,https://www.amazon.com/dp/B00IDQY2PW?tag=robinfrench-20,2025-12-12T20:48:33.750Z
226,asparagus,5.37,B07QV5G8HY,https://www.amazon.com/dp/B07QV5G8HY?tag=robinfrench-20,2025-12-12T20:49:48.630Z
227,dried grass,5.29,B0002DK8OI,https://www.amazon.com/dp/B0002DK8OI?tag=robinfrench-20,2025-12-12T21:04:56.470Z
228,blueberries,5.00,,,2025-12-16T03:25:47.431Z
229,turkey thighs,4.99,B00AR100NE,https://www.amazon.com/dp/B00AR100NE?tag=robinfrench-20,2025-12-12T20:55:46.270Z
230,cauliflower,4.99,B000P6G0GM,https://www.amazon.com/dp/B000P6G0GM?tag=robinfrench-20,2025-12-12T21:05:44.196Z
231,spinach,4.98,B0013ABAJG,https://www.amazon.com/dp/B0013ABAJG?tag=robinfrench-20,2025-12-12T20:49:21.085Z
232,turkey sausage (no additives),4.97,B00I2VLI5A,https://www.amazon.com/dp/B00I2VLI5A?tag=robinfrench-20,2025-12-12T20:56:24.001Z
233,yellow squash,4.94,B08QVBFGDC,https://www.amazon.com/dp/B08QVBFGDC?tag=robinfrench-20,2025-12-12T21:01:13.363Z
234,mustard greens,4.79,B094JT2CCH,https://www.amazon.com/dp/B094JT2CCH?tag=robinfrench-20,2025-12-12T20:50:30.265Z
235,sardines (canned in water),4.49,B001EO5QW8,https://www.amazon.com/dp/B001EO5QW8?tag=robinfrench-20,2025-12-16T03:25:47.431Z
236,zucchini,4.49,B07Q9WV1LY,https://www.amazon.com/dp/B07Q9WV1LY?tag=robinfrench-20,2025-12-12T20:49:30.767Z
237,lettuce (romaine),4.49,B0F3YTY4XQ,https://www.amazon.com/dp/B0F3YTY4XQ?tag=robinfrench-20,2025-12-12T20:50:02.405Z
238,romaine lettuce,4.49,B0F3YTY4XQ,https://www.amazon.com/dp/B0F3YTY4XQ?tag=robinfrench-20,2025-12-12T20:55:12.887Z
239,red leaf lettuce,4.49,B0BX76BG5V,https://www.amazon.com/dp/B0BX76BG5V?tag=robinfrench-20,2025-12-12T21:02:16.673Z
240,hamster pellets (higher protein),4.49,B0053SYJVA,https://www.amazon.com/dp/B0053SYJVA?tag=robinfrench-20,2025-12-12T21:05:20.304Z
241,new zealand spinach,4.49,B0C8VD126M,https://www.amazon.com/dp/B0C8VD126M?tag=robinfrench-20,2025-12-12T21:07:38.722Z
242,sardines (in water),4.49,B001EO5QW8,https://www.amazon.com/dp/B001EO5QW8?tag=robinfrench-20,2025-12-16T03:25:47.431Z
243,mint,4.48,B097F3NT7N,https://www.amazon.com/dp/B097F3NT7N?tag=robinfrench-20,2025-12-12T21:03:08.008Z
244,kiwi,4.48,B01LASWK7G,https://www.amazon.com/dp/B01LASWK7G?tag=robinfrench-20,2025-12-12T21:03:31.814Z
245,turnip greens,4.41,B09HQH6WZT,https://www.amazon.com/dp/B09HQH6WZT?tag=robinfrench-20,2025-12-12T20:50:34.689Z
246,mache,4.39,B00AWLAQFG,https://www.amazon.com/dp/B00AWLAQFG?tag=robinfrench-20,2025-12-12T21:02:21.348Z
247,regular potato,4.15,B09SHBJWBR,https://www.amazon.com/dp/B09SHBJWBR?tag=robinfrench-20,2025-12-12T20:56:33.292Z
248,eggs,4.00,,,2025-12-16T03:25:47.431Z
249,apricots (pitted),4.00,,,2025-12-16T03:25:47.431Z
250,arugula,3.99,B00JXR8RYW,https://www.amazon.com/dp/B00JXR8RYW?tag=robinfrench-20,2025-12-12T20:50:06.919Z
251,crickets,3.99,B000YFGS52,https://www.amazon.com/dp/B000YFGS52?tag=robinfrench-20,2025-12-12T20:54:21.586Z
252,leeks,3.99,B09HQJGQDG,https://www.amazon.com/dp/B09HQJGQDG?tag=robinfrench-20,2025-12-12T21:01:17.884Z
253,shallots,3.99,B09B2ZWHKQ,https://www.amazon.com/dp/B09B2ZWHKQ?tag=robinfrench-20,2025-12-12T21:01:22.358Z
254,"lettuce (romaine, small amounts)",3.99,B074H5J9G2,https://www.amazon.com/dp/B074H5J9G2?tag=robinfrench-20,2025-12-12T21:02:12.166Z
255,snap peas,3.99,B077L6C7YB,https://www.amazon.com/dp/B077L6C7YB?tag=robinfrench-20,2025-12-12T21:08:40.695Z
256,watercress,3.99,B0BSK8P8KS,https://www.amazon.com/dp/B0BSK8P8KS?tag=robinfrench-20,2025-12-12T21:09:26.582Z
257,watercress (small amounts),3.99,B0BSK8P8KS,https://www.amazon.com/dp/B0BSK8P8KS?tag=robinfrench-20,2025-12-12T21:09:31.021Z
258,green cabbage,3.98,B09HQGDCKV,https://www.amazon.com/dp/B09HQGDCKV?tag=robinfrench-20,2025-12-12T21:01:58.558Z
259,napa cabbage,3.96,B07FTVYNM3,https://www.amazon.com/dp/B07FTVYNM3?tag=robinfrench-20,2025-12-12T21:01:31.424Z
260,grapes (chopped),3.50,B000RGYJI6,https://www.amazon.com/dp/B000RGYJI6?tag=robinfrench-20,2025-12-12T20:53:39.458Z
261,pineapple (small amounts),3.49,B000P6L3V4,https://www.amazon.com/dp/B000P6L3V4?tag=robinfrench-20,2025-12-12T21:03:50.298Z
262,tomatoes (small amounts),3.06,B086WX15TH,https://www.amazon.com/dp/B086WX15TH?tag=robinfrench-20,2025-12-12T21:01:26.909Z
263,garlic chives,3.00,B097F3J1PY,https://www.amazon.com/dp/B097F3J1PY?tag=robinfrench-20,2025-12-12T21:03:12.540Z
264,brown rice,2.99,B072JNNB33,https://www.amazon.com/dp/B072JNNB33?tag=robinfrench-20,2025-12-12T20:48:29.023Z
265,green peas,2.99,B074H4SHTD,https://www.amazon.com/dp/B074H4SHTD?tag=robinfrench-20,2025-12-12T20:49:11.915Z
266,carrots,2.99,B074H64BPW,https://www.amazon.com/dp/B074H64BPW?tag=robinfrench-20,2025-12-12T20:49:16.499Z
267,fennel,2.99,B00E3J6RC4,https://www.amazon.com/dp/B00E3J6RC4?tag=robinfrench-20,2025-12-12T21:01:04.302Z
268,swiss chard,2.99,B07F12P248,https://www.amazon.com/dp/B07F12P248?tag=robinfrench-20,2025-12-12T21:02:03.086Z
269,"swiss chard (cooked, tiny amounts)",2.99,B07F12P248,https://www.amazon.com/dp/B07F12P248?tag=robinfrench-20,2025-12-12T21:02:07.730Z
270,eggplant,2.99,B001PLGQPQ,https://www.amazon.com/dp/B001PLGQPQ?tag=robinfrench-20,2025-12-12T21:06:17.448Z
271,rice (hulled),2.99,B072JNNB33,https://www.amazon.com/dp/B072JNNB33?tag=robinfrench-20,2025-12-12T21:08:21.670Z
272,raspberries,2.59,B000P6G12U,https://www.amazon.com/dp/B000P6G12U?tag=robinfrench-20,2025-12-12T21:03:41.252Z
273,melon,2.57,B000NSGULC,https://www.amazon.com/dp/B000NSGULC?tag=robinfrench-20,2025-12-12T20:53:48.451Z
274,radish greens,2.49,B07CHNV4S1,https://www.amazon.com/dp/B07CHNV4S1?tag=robinfrench-20,2025-12-12T20:50:43.808Z
275,papaya,2.39,B07FZ159ZB,https://www.amazon.com/dp/B07FZ159ZB?tag=robinfrench-20,2025-12-12T20:53:44.000Z
276,cucumber,1.99,B001PLETDC,https://www.amazon.com/dp/B001PLETDC?tag=robinfrench-20,2025-12-12T20:49:57.862Z
277,acorn squash,1.99,B07FZ34ZS4,https://www.amazon.com/dp/B07FZ34ZS4?tag=robinfrench-20,2025-12-12T20:54:44.492Z
278,delicata squash,1.99,B07KHH8K4L,https://www.amazon.com/dp/B07KHH8K4L?tag=robinfrench-20,2025-12-12T21:01:08.746Z
279,napa cabbage (small amounts),1.99,B079VV1K9L,https://www.amazon.com/dp/B079VV1K9L?tag=robinfrench-20,2025-12-12T21:01:35.907Z
280,red cabbage,1.99,B000RH1MXK,https://www.amazon.com/dp/B000RH1MXK?tag=robinfrench-20,2025-12-12T21:01:54.104Z
281,squash (cooked),1.99,B002QY3U5A,https://www.amazon.com/dp/B002QY3U5A?tag=robinfrench-20,2025-12-12T21:02:35.236Z
282,kidney beans (mashed),1.59,B00552005I,https://www.amazon.com/dp/B00552005I?tag=robinfrench-20,2025-12-12T21:00:31.008Z
283,"kidney beans (mashed, tiny amounts)",1.59,B00552005I,https://www.amazon.com/dp/B00552005I?tag=robinfrench-20,2025-12-12T21:00:35.581Z
284,basil,1.50,B097F282FC,https://www.amazon.com/dp/B097F282FC?tag=robinfrench-20,2025-12-12T20:55:22.415Z
285,bell peppers,1.49,B000P6J14K,https://www.amazon.com/dp/B000P6J14K?tag=robinfrench-20,2025-12-12T20:53:07.717Z
286,banana,1.49,B07ZLFKBFD,https://www.amazon.com/dp/B07ZLFKBFD?tag=robinfrench-20,2025-12-12T20:53:34.963Z
287,navy beans (mashed),1.39,B006AZE13G,https://www.amazon.com/dp/B006AZE13G?tag=robinfrench-20,2025-12-12T21:00:26.427Z
